,label,min_A,min_B,min_C,min_D,path
0,C,554833.3417916158,869916.5558169937,241118.64384467286,328657.91375624685,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\112.jpg
0,C,458211.08307573624,850796.2495194157,202799.81327181682,324160.07384851936,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\113.jpg
0,C,497994.0653594737,795165.3372241441,213118.47913879086,284235.2075048052,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\114.jpg
0,C,447292.0766474394,871455.7495117272,232944.04321414678,395008.99287966156,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\115.jpg
0,C,511046.75489426765,851445.9342252983,237748.7354248348,352669.2840138404,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\116.jpg
0,C,491615.0435832335,826103.6635447904,218824.30326797135,291955.9430526712,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\117.jpg
0,C,468364.7108804269,813803.5009611693,241784.04910418869,292078.53940791934,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\118.jpg
0,C,408761.0780007646,596991.0368781239,141403.09090349593,177231.19454055993,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\119.jpg
0,C,435306.1891426339,665107.1853594775,139037.7314109931,211437.58554402037,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\12.jpg
0,C,498684.0003383282,896699.900776625,252981.5821760845,316855.9454056129,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\120.jpg
0,C,475661.97876201133,771932.5473740865,180033.32541330068,259177.86120722716,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\121.jpg
0,C,531039.0195309469,757533.5159246436,183412.1594156074,277391.3182314485,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\122.jpg
0,C,464847.4745713151,782247.0497962321,204727.69713187052,267908.7914186842,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\123.jpg
0,C,603904.2939484789,846512.6835832376,232079.75101883675,311314.1086812759,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\124.jpg
0,C,549094.3822991131,858510.525151865,257552.82369857532,357824.12505959196,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\125.jpg
0,C,458654.7892195276,746159.6789696267,172933.8203152614,257484.21414840355,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\126.jpg
0,C,443664.2954248324,637866.1901883886,144365.3049750068,189440.20996539653,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\127.jpg
0,C,427884.71403306053,696078.8473663981,170028.59484813272,215991.976270664,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\128.jpg
0,C,470137.72464436345,856196.1989542487,208107.9016532087,326504.4445674737,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\129.jpg
0,C,400162.7878046866,634783.7004998082,170830.31327950535,200609.99820069064,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\13.jpg
0,C,632542.6386312931,977893.8797846992,302621.7242598977,423417.54712802573,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\130.jpg
0,C,497155.29917723616,724762.8067973853,167040.78709726827,259639.13341022583,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\131.jpg
0,C,518164.5966935761,731478.8619300275,149720.41916185917,283814.44332179864,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\132.jpg
0,C,515321.910788155,811195.3116186088,208946.32319876767,324789.90283736936,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\133.jpg
0,C,471092.60882737045,767991.6416762783,188122.18908112028,249462.91114186757,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\136.jpg
0,C,413628.17630141857,650917.0379546327,142854.8752172218,180801.6322491336,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\137.jpg
0,C,568734.8637293326,875502.9087581699,255712.8452287561,379376.0625605533,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\138.jpg
0,C,503747.76109188405,805144.8374932713,202951.36739715314,305490.84525951516,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\139.jpg
0,C,434461.82129949646,683657.1942022303,153298.37118031297,215497.11169550064,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\14.jpg
0,C,564245.5799154144,829783.6656362938,222343.5353325617,292215.8114263737,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\140.jpg
0,C,513495.12201460666,993081.0890119192,306562.64199922944,457557.8225605542,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\141.jpg
0,C,497995.2723567822,875546.1191387934,233235.2657593215,354376.4878892728,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\142.jpg
0,C,437032.4268665858,666199.3314571317,139833.89916185863,205472.84871972207,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\143.jpg
0,C,486133.63014224946,763089.1830065356,176632.51587850667,294442.65940791933,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\144.jpg
0,C,448717.11324874667,846955.880015379,212367.67129565368,309377.57342560537,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\145.jpg
0,C,428210.6671895385,662185.0087351016,147361.60753556076,196502.9670588223,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\146.jpg
0,C,430700.4017685469,695685.443706267,168609.08144559577,247842.5778546703,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\147.jpg
0,C,518482.1127258706,807285.4306036145,192214.14557477643,278150.91537101025,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\148.jpg
0,C,461282.413364087,822863.0175624766,201292.26359092438,311057.56229142565,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\149.jpg
0,C,576953.0505805432,849372.9170780478,242335.06332948583,311757.11515570834,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\15.jpg
0,C,502175.68412148865,837631.1535101881,223829.4977316397,325034.99633986875,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\150.jpg
0,C,514120.1161399427,868885.3840522877,239731.5150326781,337842.88542868075,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\151.jpg
0,C,633360.9624759678,822412.8305728568,211192.7812379836,398361.60787389375,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\152.jpg
0,C,666497.0217916154,833315.1503267979,215256.28127643064,323126.20242983423,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\153.jpg
0,C,539384.4912725836,923079.7196924266,291578.2965474794,347210.6647750861,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\154.jpg
0,C,431802.9104190656,694006.248319877,147571.0263129543,220360.88816608884,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\155.jpg
0,C,411500.9791618564,714169.7733487128,173867.31927719896,222689.88870434347,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\156.jpg
0,C,480060.1322106849,664481.3856209146,151612.5202614353,232518.72229142496,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\157.jpg
0,C,518090.56776624045,765618.9320722796,199572.58908112004,274018.64090734255,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\158.jpg
0,C,493426.46466743224,826711.489857747,189499.4712956537,305587.9069281041,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\159.jpg
0,C,413184.31041906547,720192.0718646689,180414.1721030352,243085.68778162112,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\16.jpg
0,C,496469.1934640487,816310.7822068435,213194.8333871569,299137.5294117641,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\160.jpg
0,C,435898.0134102229,708830.7431295657,165675.20868896384,230867.3114186841,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\161.jpg
0,C,479294.3846981894,931057.8883198776,251584.55106497311,397239.89045751694,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\162.jpg
0,C,413646.02737408626,620858.5439138791,141821.3275048032,172463.89447135592,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\163.jpg
0,C,527817.7979084938,812620.783514033,233328.40870434185,274862.45647058747,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\164.jpg
0,C,437557.4090734293,680704.333902345,143617.4647443268,209338.33882352826,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\165.jpg
0,C,554097.7511572442,916083.1915878513,258201.99500191963,343318.6685890036,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\166.jpg
0,C,465839.2800307536,912676.812333719,254976.31804690353,408498.82826605154,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\167.jpg
0,C,415091.7652287543,628093.4172702805,140956.95970780216,184495.58397539268,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\168.jpg
0,C,495522.23097269924,1024042.1530488288,317528.8618377536,474989.24003075785,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\169.jpg
0,C,426170.20421375986,618340.1218762015,139499.02088427276,185754.78305267065,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\17.jpg
0,C,473029.7430834259,696515.3259823138,153699.64026143553,255534.15929257876,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\170.jpg
0,C,640983.4194386762,1113326.609719341,361160.6275278701,526961.4114263726,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\171.jpg
0,C,701770.4941791608,624637.4750788155,128211.61530180433,171344.29065743822,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\172.jpg
0,C,494464.56238369516,807492.2564859672,200574.14386774105,295482.6758477505,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\173.jpg
0,C,470803.04919645947,662055.1241830059,145008.98123798321,233806.365751633,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\174.jpg
0,C,465670.6790465165,723525.7265359476,168673.22114571105,247374.84109188683,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\175.jpg
0,C,634949.8578239103,730769.284306037,179041.13399461555,279193.50595924567,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\176.jpg
0,C,417424.2658054554,731682.9812841219,184608.4133948461,251464.69760861108,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\177.jpg
0,C,729730.0743406378,959411.3177700894,268056.0494886563,407788.4855363323,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\178.jpg
0,C,436926.9001922299,814142.52402922,216008.64384467332,314472.2786159166,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\179.jpg
0,C,748083.389465589,1375725.153740873,523420.99131103186,749881.8808150701,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\18.jpg
0,C,605708.1542483632,1020683.188804308,327057.84164551966,478200.13110342284,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\180.jpg
0,C,508845.421437905,973971.8585159566,276438.3097731624,399351.3426835834,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\181.jpg
0,C,460305.62425220676,926986.0917800852,237346.44984236683,396278.4863975394,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\182.jpg
0,C,414563.1063283311,619602.823913879,140030.17602460334,173535.77290272844,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\183.jpg
0,C,460659.1274125297,706484.8861976158,156784.5914340618,263674.10752787295,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\184.jpg
0,C,473948.6277585506,761899.0036601302,194362.95124951744,281431.9814379078,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\185.jpg
0,C,437640.66331410647,678635.7858054594,140425.99869280844,233266.40830449725,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\186.jpg
0,C,465511.57980776276,849317.6545636306,237977.92358323545,348542.23903114174,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\187.jpg
0,C,479521.56661283824,693251.4656362928,168729.16356785604,237311.58849673098,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\188.jpg
0,C,388419.7246289844,585188.7156785853,138663.24398308067,204516.4865359463,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\189.jpg
0,C,547901.1548173747,885573.1999692426,235910.2133025735,338324.1026835825,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\19.jpg
0,C,526682.1383314073,805907.2457977714,211160.22700499583,313807.2912418293,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\190.jpg
0,C,524758.2081353293,812816.1754402153,191511.88988850248,366817.28630526655,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\191.jpg
0,C,524463.6172856564,905439.0234525189,244276.79101883678,388198.86582083773,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\192.jpg
0,C,461149.9925413263,632539.0092579776,137643.2284505936,215073.37965397787,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\193.jpg
0,C,443555.6189465548,721109.3152633599,186811.19055747517,234401.42771241715,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\194.jpg
0,C,402664.85211841227,607577.4710803536,132625.17616301187,183259.94809688447,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\195.jpg
0,C,475525.3331641634,794779.072541331,194009.8033986909,286840.2361091881,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\196.jpg
0,C,460431.23175701295,634762.6303267976,128008.18294501877,189212.6780930399,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\2.jpg
0,C,402830.9838369817,592469.3569703958,138615.0444444416,160297.6512418285,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\20.jpg
0,C,405513.59941560496,583983.517108804,133695.72727412236,146120.50519030978,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\21.jpg
0,C,398369.4850442094,626595.3705805454,136030.53302575657,178542.99933871435,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\22.jpg
0,C,436854.231895421,767441.2427989239,215161.4601307168,266911.784344482,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\23.jpg
0,C,401178.5520799648,629932.5597539416,158829.21800845567,201186.8745405596,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\24.jpg
0,C,581855.294502111,790909.2783544787,202074.07712418042,310518.2352941168,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\25.jpg
0,C,532322.3982160675,788675.0334179165,200096.19458669482,301222.6512418295,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\26.jpg
0,C,419680.5715032637,588279.4838446747,121234.48855055499,195291.97231833782,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\27.jpg
0,C,395697.6727258709,584532.4815378695,135171.3886351376,160552.44318338943,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\28.jpg
0,C,422734.72672048805,627283.4663590924,125040.11964628744,195159.3156478265,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\29.jpg
0,C,396992.214455974,608885.1134179162,120937.99038830961,168871.01050365093,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\3.jpg
0,C,415719.7705497846,698841.8227604775,171864.9800845808,225966.15044982597,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\30.jpg
0,C,434211.3810073011,846769.425990005,258915.9298885022,323144.70854286803,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\31.jpg
0,C,460932.8123337143,746974.8700499805,164548.20670511154,251606.94989619296,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\32.jpg
0,C,440301.13341022335,648970.7996924259,143812.95809303844,214274.96035370862,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\33.jpg
0,C,406021.2489350209,579107.9911572475,136564.64541329985,150473.0765397908,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\34.jpg
0,C,489933.6151018804,808336.7743637059,192009.68052287385,281636.3693502494,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\35.jpg
0,C,450839.3895424803,694953.358123798,138346.5478815821,232801.6955017291,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\36.jpg
0,C,400709.8582391349,590227.5364398311,130638.12333717529,175610.9430526705,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\37.jpg
0,C,572146.5873894631,926201.9698885048,290089.2226220664,342347.1996616684,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\38.jpg
0,C,562781.5756093779,986714.3734409845,304775.3316416749,461080.93079584814,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\39.jpg
0,C,436783.70203767426,703192.5354402158,198508.83249519224,232843.58388312094,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\4.jpg
0,C,491822.5568934988,1018110.241414841,317498.91804690333,432932.76844290737,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\40.jpg
0,C,455554.3714263707,753659.923106497,187833.112126104,342128.70214532834,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\41.jpg
0,C,477531.5663975358,712865.5713648596,144740.71241829894,268402.65377931454,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\42.jpg
0,C,466185.54174547887,678480.715678585,146374.9134179141,231309.86932718064,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\43.jpg
0,C,476155.75401768176,893680.179207998,243364.31023452355,332570.5036524409,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\44.jpg
0,C,441665.1214917299,682876.0633141096,150777.45694732576,212268.38443675404,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\45.jpg
0,C,534792.3888504389,929740.9146174552,269739.79263360053,419545.8640830452,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\46.jpg
0,C,508196.48038446385,991422.8776163027,290559.1888965762,414256.9477124186,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\47.jpg
0,C,440881.45680891594,795955.4935486355,211025.02515955287,375817.04816608975,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\48.jpg
0,C,532978.6327412502,868252.6765551717,236304.74340638015,330803.9975086499,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\49.jpg
0,C,406999.2945021105,591061.2375701654,124908.56975009356,169372.82849673042,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\5.jpg
0,C,426272.6226682007,651027.7268435216,132446.32496731784,199979.69730103685,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\50.jpg
0,C,503406.78208381083,825662.340607459,220870.9452979601,304704.41917723906,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\51.jpg
0,C,503140.74815839744,804741.2228681276,219169.81131872148,298584.8384775081,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\52.jpg
0,C,400369.5754709685,645222.9989696282,160088.78562091227,204215.33797769956,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\53.jpg
0,C,374214.86336024216,582268.9921261055,139500.00070741732,158508.61965397757,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\54.jpg
0,C,428224.3253210264,610975.3607535562,123983.43887735244,207588.2031833897,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\55.jpg
0,C,447432.0019069553,899786.5844367563,232930.01353325488,350384.56083044974,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\56.jpg
0,C,431280.7911572429,627685.3086197611,154295.34857362293,207424.29262591182,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\57.jpg
0,C,587351.5061745453,893061.7445290278,249346.42941945148,358362.32238369767,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\58.jpg
0,C,453553.1752402885,906694.7063744722,232622.8740638201,367296.57536332175,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\59.jpg
0,C,393389.0873510143,678312.2721722417,183702.14811226222,206009.26477508526,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\6.jpg
0,C,642202.0490119164,940921.7961860829,277789.56462898734,439934.80815070996,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\60.jpg
0,C,494411.81237985037,819835.4485505578,223116.30543636874,310953.66632833495,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\61.jpg
0,C,458399.51952325634,872362.8933025765,202891.07101883745,358977.9322106876,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\62.jpg
0,C,500130.29580930027,737403.9030065357,174796.892425988,273601.0293271808,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\63.jpg
0,C,559557.4852748916,962685.479430989,293232.8387697025,439625.0457516347,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\64.jpg
0,C,673890.457285659,1003069.153048828,312202.5803152622,408029.68055363337,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\65.jpg
0,C,439527.65011918114,949603.5628296811,237833.43706266693,392519.35460207606,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\66.jpg
0,C,462931.31480199547,671250.3756555167,151522.30319107807,227829.24316801128,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\67.jpg
0,C,424641.65105728165,634020.9571241827,138262.5799461722,179597.189050364,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\68.jpg
0,C,454463.2640522834,643910.0088427523,143645.3481122618,212202.34906574254,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\69.jpg
0,C,452840.4312956518,742111.042091503,190760.53118031274,248297.88201460874,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\7.jpg
0,C,400135.7276278313,673503.942068436,173512.49613225446,197895.95529411634,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\70.jpg
0,C,443131.2068435177,741834.7789311807,174270.59550941715,267441.2105036516,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\71.jpg
0,C,552421.6644367514,922364.2813225689,238567.6616070726,406846.4529027299,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\72.jpg
0,C,414353.2845059548,623180.6703267972,131262.20515186226,184422.42242214392,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\73.jpg
0,C,423369.0545021106,617160.7549865433,146194.95032679482,200102.92705882216,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\74.jpg
0,C,568298.338331408,1004638.7412841225,318625.054563628,476715.5075278749,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\75.jpg
0,C,421449.56201460556,633685.6596232218,131211.6527643189,192958.7670588222,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\76.jpg
0,C,751721.2387389464,935289.8519800087,235818.4710649734,414377.17051903135,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\77.jpg
0,C,471372.1307804653,706157.8815840057,165125.98840445757,262239.66678969533,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\78.jpg
0,C,549884.1862360602,880603.2898885049,244022.0664052268,369145.3153710113,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\79.jpg
0,C,410309.54815839685,669138.579207996,170712.417224142,203202.26725105598,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\8.jpg
0,C,434389.81076508673,877373.8216532115,213325.90580545817,388546.7928027684,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\80.jpg
0,C,422053.7290119147,643470.0247904648,142896.4375240267,194788.3202614366,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\81.jpg
0,C,735747.359477122,1067523.2439369482,317666.394309878,474612.0492118387,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\82.jpg
0,C,544590.1273971525,786642.744329104,196697.70711264724,308409.344667435,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\83.jpg
0,C,417473.12279891985,607236.8849211838,133423.37164167385,184693.40150711132,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\84.jpg
0,C,468137.47876970086,900653.6694040754,238991.4187004985,420801.82849673275,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\85.jpg
